obj_id,source_path,dest_path,files,top_level_dirs
OBJ_0147,Stonebock/Datenbank/Objekt 147,objects/OBJ_0147,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0148,Stonebock/Datenbank/Objekt 148,objects/OBJ_0148,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0149,Stonebock/Datenbank/Objekt 149,objects/OBJ_0149,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0150,Stonebock/Datenbank/Objekt 150,objects/OBJ_0150,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0151,Stonebock/Datenbank/Objekt 151,objects/OBJ_0151,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0152,Stonebock/Datenbank/Objekt 152,objects/OBJ_0152,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0153,Stonebock/Datenbank/Objekt 153,objects/OBJ_0153,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0154,Stonebock/Datenbank/Objekt 154,objects/OBJ_0154,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0155,Stonebock/Datenbank/Objekt 155,objects/OBJ_0155,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0156,Stonebock/Datenbank/Objekt 156,objects/OBJ_0156,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0157,Stonebock/Datenbank/Objekt 157,objects/OBJ_0157,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0158,Stonebock/Datenbank/Objekt 158,objects/OBJ_0158,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0159,Stonebock/Datenbank/Objekt 159,objects/OBJ_0159,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0160,Stonebock/Datenbank/Objekt 160,objects/OBJ_0160,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0161,Stonebock/Datenbank/Objekt 161,objects/OBJ_0161,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0162,Stonebock/Datenbank/Objekt 162,objects/OBJ_0162,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0163,Stonebock/Datenbank/Objekt 163,objects/OBJ_0163,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0164,Stonebock/Datenbank/Objekt 164,objects/OBJ_0164,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0165,Stonebock/Datenbank/Objekt 165,objects/OBJ_0165,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0166,Stonebock/Datenbank/Objekt 166,objects/OBJ_0166,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0167,Stonebock/Datenbank/Objekt 167,objects/OBJ_0167,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0168,Stonebock/Datenbank/Objekt 168,objects/OBJ_0168,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0169,Stonebock/Datenbank/Objekt 169,objects/OBJ_0169,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0170,Stonebock/Datenbank/Objekt 170,objects/OBJ_0170,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0171,Stonebock/Datenbank/Objekt 171,objects/OBJ_0171,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0172,Stonebock/Datenbank/Objekt 172,objects/OBJ_0172,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0173,Stonebock/Datenbank/Objekt 173,objects/OBJ_0173,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0174,Stonebock/Datenbank/Objekt 174,objects/OBJ_0174,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0175,Stonebock/Datenbank/Objekt 175,objects/OBJ_0175,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0176,Stonebock/Datenbank/Objekt 176,objects/OBJ_0176,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0177,Stonebock/Datenbank/Objekt 177,objects/OBJ_0177,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0178,Stonebock/Datenbank/Objekt 178,objects/OBJ_0178,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0179,Stonebock/Datenbank/Objekt 179,objects/OBJ_0179,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0180,Stonebock/Datenbank/Objekt 180,objects/OBJ_0180,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0181,Stonebock/Datenbank/Objekt 181,objects/OBJ_0181,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0182,Stonebock/Datenbank/Objekt 182,objects/OBJ_0182,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0183,Stonebock/Datenbank/Objekt 183,objects/OBJ_0183,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0184,Stonebock/Datenbank/Objekt 184,objects/OBJ_0184,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0185,Stonebock/Datenbank/Objekt 185,objects/OBJ_0185,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0186,Stonebock/Datenbank/Objekt 186,objects/OBJ_0186,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0187,Stonebock/Datenbank/Objekt 187,objects/OBJ_0187,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0188,Stonebock/Datenbank/Objekt 188,objects/OBJ_0188,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0189,Stonebock/Datenbank/Objekt 189,objects/OBJ_0189,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0190,Stonebock/Datenbank/Objekt 190,objects/OBJ_0190,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0191,Stonebock/Datenbank/Objekt 191,objects/OBJ_0191,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0192,Stonebock/Datenbank/Objekt 192,objects/OBJ_0192,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0193,Stonebock/Datenbank/Objekt 193,objects/OBJ_0193,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0194,Stonebock/Datenbank/Objekt 194,objects/OBJ_0194,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0195,Stonebock/Datenbank/Objekt 195,objects/OBJ_0195,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0196,Stonebock/Datenbank/Objekt 196,objects/OBJ_0196,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0197,Stonebock/Datenbank/Objekt 197,objects/OBJ_0197,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0198,Stonebock/Datenbank/Objekt 198,objects/OBJ_0198,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0199,Stonebock/Datenbank/Objekt 199,objects/OBJ_0199,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0200,Stonebock/Datenbank/Objekt 200,objects/OBJ_0200,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0201,Stonebock/Datenbank/Objekt 201,objects/OBJ_0201,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0202,Stonebock/Datenbank/Objekt 202,objects/OBJ_0202,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0203,Stonebock/Datenbank/Objekt 203,objects/OBJ_0203,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0204,Stonebock/Datenbank/Objekt 204,objects/OBJ_0204,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0205,Stonebock/Datenbank/Objekt 205,objects/OBJ_0205,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0206,Stonebock/Datenbank/Objekt 206,objects/OBJ_0206,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0207,Stonebock/Datenbank/Objekt 207,objects/OBJ_0207,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0208,Stonebock/Datenbank/Objekt 208,objects/OBJ_0208,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0209,Stonebock/Datenbank/Objekt 209,objects/OBJ_0209,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0210,Stonebock/Datenbank/Objekt 210,objects/OBJ_0210,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0211,Stonebock/Datenbank/Objekt 211,objects/OBJ_0211,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0212,Stonebock/Datenbank/Objekt 212,objects/OBJ_0212,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0213,Stonebock/Datenbank/Objekt 213,objects/OBJ_0213,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0214,Stonebock/Datenbank/Objekt 214,objects/OBJ_0214,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0215,Stonebock/Datenbank/Objekt 215,objects/OBJ_0215,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0216,Stonebock/Datenbank/Objekt 216,objects/OBJ_0216,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0217,Stonebock/Datenbank/Objekt 217,objects/OBJ_0217,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0218,Stonebock/Datenbank/Objekt 218,objects/OBJ_0218,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0219,Stonebock/Datenbank/Objekt 219,objects/OBJ_0219,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0220,Stonebock/Datenbank/Objekt 220,objects/OBJ_0220,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0221,Stonebock/Datenbank/Objekt 221,objects/OBJ_0221,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0222,Stonebock/Datenbank/Objekt 222,objects/OBJ_0222,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0223,Stonebock/Datenbank/Objekt 223,objects/OBJ_0223,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0224,Stonebock/Datenbank/Objekt 224,objects/OBJ_0224,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0225,Stonebock/Datenbank/Objekt 225,objects/OBJ_0225,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0226,Stonebock/Datenbank/Objekt 226,objects/OBJ_0226,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0227,Stonebock/Datenbank/Objekt 227,objects/OBJ_0227,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0228,Stonebock/Datenbank/Objekt 228,objects/OBJ_0228,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0229,Stonebock/Datenbank/Objekt 229,objects/OBJ_0229,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0230,Stonebock/Datenbank/Objekt 230,objects/OBJ_0230,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0231,Stonebock/Datenbank/Objekt 231,objects/OBJ_0231,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0232,Stonebock/Datenbank/Objekt 232,objects/OBJ_0232,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0233,Stonebock/Datenbank/Objekt 233,objects/OBJ_0233,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0234,Stonebock/Datenbank/Objekt 234,objects/OBJ_0234,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0235,Stonebock/Datenbank/Objekt 235,objects/OBJ_0235,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0236,Stonebock/Datenbank/Objekt 236,objects/OBJ_0236,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0237,Stonebock/Datenbank/Objekt 237,objects/OBJ_0237,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0238,Stonebock/Datenbank/Objekt 238,objects/OBJ_0238,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0239,Stonebock/Datenbank/Objekt 239,objects/OBJ_0239,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0240,Stonebock/Datenbank/Objekt 240,objects/OBJ_0240,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0241,Stonebock/Datenbank/Objekt 241,objects/OBJ_0241,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0242,Stonebock/Datenbank/Objekt 242,objects/OBJ_0242,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0243,Stonebock/Datenbank/Objekt 243,objects/OBJ_0243,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0244,Stonebock/Datenbank/Objekt 244,objects/OBJ_0244,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0245,Stonebock/Datenbank/Objekt 245,objects/OBJ_0245,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0246,Stonebock/Datenbank/Objekt 246,objects/OBJ_0246,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0247,Stonebock/Datenbank/Objekt 247,objects/OBJ_0247,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0248,Stonebock/Datenbank/Objekt 248,objects/OBJ_0248,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0249,Stonebock/Datenbank/Objekt 249,objects/OBJ_0249,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0250,Stonebock/Datenbank/Objekt 250,objects/OBJ_0250,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0251,Stonebock/Datenbank/Objekt 251,objects/OBJ_0251,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0252,Stonebock/Datenbank/Objekt 252,objects/OBJ_0252,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0253,Stonebock/Datenbank/Objekt 253,objects/OBJ_0253,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0254,Stonebock/Datenbank/Objekt 254,objects/OBJ_0254,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0255,Stonebock/Datenbank/Objekt 255,objects/OBJ_0255,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0256,Stonebock/Datenbank/Objekt 256,objects/OBJ_0256,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0257,Stonebock/Datenbank/Objekt 257,objects/OBJ_0257,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0258,Stonebock/Datenbank/Objekt 258,objects/OBJ_0258,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0259,Stonebock/Datenbank/Objekt 259,objects/OBJ_0259,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0260,Stonebock/Datenbank/Objekt 260,objects/OBJ_0260,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0261,Stonebock/Datenbank/Objekt 261,objects/OBJ_0261,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0262,Stonebock/Datenbank/Objekt 262,objects/OBJ_0262,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0263,Stonebock/Datenbank/Objekt 263,objects/OBJ_0263,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0264,Stonebock/Datenbank/Objekt 264,objects/OBJ_0264,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0265,Stonebock/Datenbank/Objekt 265,objects/OBJ_0265,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0266,Stonebock/Datenbank/Objekt 266,objects/OBJ_0266,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0267,Stonebock/Datenbank/Objekt 267,objects/OBJ_0267,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0268,Stonebock/Datenbank/Objekt 268,objects/OBJ_0268,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0269,Stonebock/Datenbank/Objekt 269,objects/OBJ_0269,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0270,Stonebock/Datenbank/Objekt 270,objects/OBJ_0270,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0271,Stonebock/Datenbank/Objekt 271,objects/OBJ_0271,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0272,Stonebock/Datenbank/Objekt 272,objects/OBJ_0272,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0273,Stonebock/Datenbank/Objekt 273,objects/OBJ_0273,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0274,Stonebock/Datenbank/Objekt 274,objects/OBJ_0274,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0275,Stonebock/Datenbank/Objekt 275,objects/OBJ_0275,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0276,Stonebock/Datenbank/Objekt 276,objects/OBJ_0276,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0277,Stonebock/Datenbank/Objekt 277,objects/OBJ_0277,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0278,Stonebock/Datenbank/Objekt 278,objects/OBJ_0278,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0279,Stonebock/Datenbank/Objekt 279,objects/OBJ_0279,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0280,Stonebock/Datenbank/Objekt 280,objects/OBJ_0280,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0281,Stonebock/Datenbank/Objekt 281,objects/OBJ_0281,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0282,Stonebock/Datenbank/Objekt 282,objects/OBJ_0282,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0283,Stonebock/Datenbank/Objekt 283,objects/OBJ_0283,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0284,Stonebock/Datenbank/Objekt 284,objects/OBJ_0284,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0285,Stonebock/Datenbank/Objekt 285,objects/OBJ_0285,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0286,Stonebock/Datenbank/Objekt 286,objects/OBJ_0286,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0287,Stonebock/Datenbank/Objekt 287,objects/OBJ_0287,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0288,Stonebock/Datenbank/Objekt 288,objects/OBJ_0288,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0289,Stonebock/Datenbank/Objekt 289,objects/OBJ_0289,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0290,Stonebock/Datenbank/Objekt 290,objects/OBJ_0290,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0291,Stonebock/Datenbank/Objekt 291,objects/OBJ_0291,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0292,Stonebock/Datenbank/Objekt 292,objects/OBJ_0292,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0293,Stonebock/Datenbank/Objekt 293,objects/OBJ_0293,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0294,Stonebock/Datenbank/Objekt 294,objects/OBJ_0294,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0295,Stonebock/Datenbank/Objekt 295,objects/OBJ_0295,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0296,Stonebock/Datenbank/Objekt 296,objects/OBJ_0296,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0297,Stonebock/Datenbank/Objekt 297,objects/OBJ_0297,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0298,Stonebock/Datenbank/Objekt 298,objects/OBJ_0298,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0299,Stonebock/Datenbank/Objekt 299,objects/OBJ_0299,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0300,Stonebock/Datenbank/Objekt 300,objects/OBJ_0300,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0301,Stonebock/Datenbank/Objekt 301,objects/OBJ_0301,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0302,Stonebock/Datenbank/Objekt 302,objects/OBJ_0302,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
OBJ_0303,Stonebock/Datenbank/Objekt 303,objects/OBJ_0303,2,"Kamera, Mikroskop, Sonderaufnahmen, UV 365 nm, UV 395 nm, ├£bersicht"
